student_id,student_name,ma_mon,ten_mon,ma_lop_hoc_phan,loai_hoc_phan,tong_so_chi,thuong_xuyen_1,thuong_xuyen_2,giua_ky,thuc_hanh_1,thuc_hanh_2,thuc_hanh_3,diem_tich_luy_hien_tai,diem_cuoi_ky_tich_hop,diem_chu_hien_tai,status_canh_bao_final
SV1049,Nguyễn Hải Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.217326,3.7460651,2.6492772,9.433556,6.0784307,9.851363,5.644796235220773,5.644796235220773,C,An toan
SV1052,Phan Minh Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,6.7860036,3.8776147,9.0758705,7.916933,7.8284993,6.624809,6.955651419503348,6.955651419503348,C+,An toan
SV1055,Trần Minh Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.8325877,8.246473,8.104687,8.58048,9.783375,9.120297,8.53273514338902,8.53273514338902,A,An toan
SV1057,Nguyễn Thu Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.692105,2.7742395,9.252858,5.870731,5.0067635,5.07566,6.035060678209577,6.035060678209577,C+,An toan
SV1059,Đỗ Văn Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,3.91979,6.9791555,2.6384933,7.4702415,7.4805984,6.615472,5.659461634499686,5.659461634499686,C,An toan
SV1062,Lê Minh Linh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.230737,4.4208736,9.398799,9.274229,7.3436403,3.6609452,7.097051416124616,7.097051416124616,B,An toan
SV1063,Nguyễn Thảo Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.4352665,2.5605533,9.660458,6.2432013,4.865125,4.4077797,6.151115417480469,6.151115417480469,C+,An toan
SV1065,Phan Đức Chinh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.3148193,9.615293,1.2900573,9.943727,6.970472,8.791468,6.571317945207868,6.571317945207868,C+,An toan
SV1066,Trần Tuấn Chinh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.971644,8.96128,5.942418,4.9456863,5.2302136,9.455964,7.352236339024135,7.352236339024135,B,An toan
SV1067,Vũ Văn Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.194114,4.2487073,9.997477,7.3822784,4.091984,3.7517025,6.2590042522975375,6.2590042522975375,C+,An toan
SV1069,Đỗ Văn Anh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.457219,3.920059,3.0789661,4.903555,7.4224825,7.8794484,5.640068190438407,5.640068190438407,C,An toan
SV1070,Lê Thị An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.8540776,9.625756,9.93079,3.101308,5.0431676,8.662116,6.669632026127407,6.669632026127407,C+,An toan
SV1072,Đỗ Tuấn Đức,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.3731003,3.1075127,2.7603183,7.119228,8.55056,6.725902,5.150037901742118,5.150037901742118,D+,An toan
SV1073,Phan Đức Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,6.5329976,7.309345,8.373527,4.200285,8.696694,6.7904625,7.044085706983294,7.044085706983294,B,An toan
SV1077,Phan Thu Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.7129853,8.621023,6.9198103,7.6768827,3.3727596,3.3107615,5.528404099600656,5.528404099600656,C,An toan
SV1079,Vũ Tuấn Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.0363774,2.8473105,9.726857,6.637194,5.262984,9.424602,6.400786467960903,6.400786467960903,C+,An toan
SV1081,Đặng Minh Đức,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.5599947,2.2682402,9.766724,8.226982,3.8887434,5.4274406,5.667111124311175,5.667111124311175,C,An toan
SV1083,Đỗ Ngọc Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.0105247,3.0361125,8.403111,7.490267,6.146186,8.635586,6.12452895300729,6.12452895300729,C+,An toan
SV1084,Nguyễn Tuấn Chinh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.850773,2.4579167,5.3756514,5.1441646,9.311186,7.723251,6.346341405596052,6.346341405596052,C+,An toan
SV1086,Nguyễn Thu Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.3282757,6.4352274,8.027357,8.908288,8.352763,4.9662356,6.945014408656529,6.945014408656529,C+,An toan
SV1088,Lê Thu An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.403055,6.826401,5.8011804,3.0473123,9.078189,5.5727506,5.391299997057233,5.391299997057233,D+,An toan
SV1089,Nguyễn Đức Linh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.4897547,7.9282155,8.906334,4.7152157,7.01325,9.305879,6.685726165771484,6.685726165771484,C+,An toan
SV1090,Đỗ Minh An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.902266,9.998512,7.3305197,9.533487,3.4199853,6.8679485,8.018545286996025,8.018545286996025,B+,An toan
SV1091,Đỗ Văn Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.3044167,8.908935,8.159682,8.727385,3.3505728,3.1214795,6.4328782217843195,6.4328782217843195,C+,An toan
SV1094,Hoàng Thu Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,6.7150183,9.328648,4.162016,9.633491,7.998464,8.986098,7.651280266898019,7.651280266898019,B,An toan
SV1096,Trần Ngọc Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.42086,2.9578197,6.1486745,8.94534,8.89511,3.0684779,5.182676179068429,5.182676179068429,D+,An toan
SV1097,Phan Thị Đức,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.917496,7.163846,3.7529712,8.396049,6.3240805,9.962536,7.49453558240618,7.49453558240618,B,An toan
SV1100,Lê Minh Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.8348653,4.3874407,1.4525317,7.031494,6.0048733,9.943319,4.935162339891706,4.935162339891706,D,An toan
SV1102,Đỗ Thị Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.6074066,6.352317,3.8876035,5.98766,7.9653907,7.110475,6.027613503592355,6.027613503592355,C+,An toan
SV1104,Vũ Hải Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.240191,2.5881214,7.496844,9.142909,9.834358,5.414762,6.975081580025809,6.975081580025809,C+,An toan
SV1105,Phạm Thị An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.808502,2.611942,9.250334,9.024865,8.521183,7.3096666,7.488107408796038,7.488107408796038,B,An toan
SV1106,Trần Thu Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.0801654,2.3526254,3.503394,8.958065,6.298091,3.0201745,4.50351095199585,4.50351095199585,D,An toan
SV1107,Vũ Hoàng Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.225892,3.9756942,2.3302705,5.7171736,9.238483,8.405231,6.295718806130545,6.295718806130545,C+,An toan
SV1110,Trần Hoàng Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.6193857,2.5814183,3.927253,3.150653,7.913905,5.3800197,4.468855244772775,4.468855244772775,D,An toan
SV1113,Bùi Văn Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.48466,9.884886,2.225769,6.7809086,4.8610206,9.34702,7.111814567020962,7.111814567020962,B,An toan
SV1114,Nguyễn Đức Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,6.018582,5.1855445,1.4821686,3.5721726,9.6624775,6.5326943,5.240343434470041,5.240343434470041,D+,An toan
SV1117,Vũ Thảo Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.2185836,9.658946,2.532739,9.614765,8.293074,9.892629,7.668689455304827,7.668689455304827,B,An toan
SV1118,Trần Tuấn Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.5092194,4.6734953,3.0105257,4.7207975,3.3673306,6.855899,4.076430593218122,4.076430593218122,D,An toan
SV1119,Trần Ngọc Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.5649037,8.631301,7.808326,7.134405,8.879136,5.672322,7.670272214072091,7.670272214072091,B,An toan
SV1123,Vũ Thảo Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.5451093,5.6796274,5.0952544,6.916634,8.221809,6.073921,6.138907705034528,6.138907705034528,C+,An toan
SV1125,Nguyễn Minh Anh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.1646185,9.468982,3.2987635,7.3532524,4.0508766,9.149923,7.113886424473354,7.113886424473354,B,An toan
SV1127,Đỗ Thảo An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.0276737,5.59201,2.1926584,7.768496,3.8189948,3.30003,4.567234652382987,4.567234652382987,D,An toan
SV1128,Vũ Đức Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,3.9968202,9.087761,7.4932046,6.5421896,8.161573,6.377866,6.931239604949951,6.931239604949951,C+,An toan
SV1129,Hoàng Thu Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.708395,5.3157654,3.6368763,6.700911,8.083728,5.2563024,6.417474678584507,6.417474678584507,C+,An toan
SV1130,Trần Minh Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,6.5249104,8.010568,5.3901396,9.134411,8.450041,4.6786304,6.975795882088797,6.975795882088797,C+,An toan
SV1131,Nguyễn Thị Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,3.798128,6.919849,2.8429437,7.873874,7.4395475,7.3502316,5.820697103227888,5.820697103227888,C,An toan
SV1132,Phạm Hoàng Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.034098,2.2085924,7.2787433,8.014892,9.390489,3.224998,6.475088936941964,6.475088936941964,C+,An toan
SV1134,Trần Hải Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.095071,9.500294,6.003507,9.570114,7.885515,8.339089,7.037125996180943,7.037125996180943,B,An toan
SV1136,Đỗ Minh Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.2959604,9.090854,1.210148,8.276757,6.3523364,5.041061,5.590395859309605,5.590395859309605,C,An toan
SV1137,Phạm Tuấn Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,3.7446792,6.7007265,4.478085,8.037923,5.9561634,4.8053694,5.528206144060407,5.528206144060407,C,An toan
SV1138,Bùi Văn Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.081357,5.147111,9.769374,5.9805174,9.457159,7.86743,6.566985130310059,6.566985130310059,C+,An toan
SV1139,Bùi Ngọc Anh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.0694985,7.8394394,6.1126432,7.1429267,4.2484436,9.504329,6.9892104012625555,6.9892104012625555,C+,An toan
SV1143,Phan Ngọc Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.8223076,7.6345124,5.35034,4.5697427,7.972531,6.915954,6.362063067299979,6.362063067299979,C+,An toan
SV1144,Hoàng Hải Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.577513,8.143326,5.080669,3.7373624,3.4257176,8.5349245,6.395239966256278,6.395239966256278,C+,An toan
SV1145,Đặng Ngọc Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,6.4730144,5.2919955,4.5204797,4.563984,8.81078,8.426824,6.216510363987514,6.216510363987514,C+,An toan
SV1146,Đặng Hải Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.168106,4.5939317,9.03151,3.7875175,5.178256,7.6874695,6.530186721256801,6.530186721256801,C+,An toan
SV1147,Bùi Tuấn Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,3.3443289,9.0746975,6.037609,6.982282,4.2400002,5.2885203,5.874235698154995,5.874235698154995,C,An toan
SV1148,Hoàng Thị Khoa,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.548581,9.178524,1.2912599,8.405798,6.325041,5.689653,5.968330247061593,5.968330247061593,C,An toan
SV1149,Đỗ Thu Đức,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.66201,6.7078247,2.2026412,3.1663344,7.885957,7.403746,6.174191270555768,6.174191270555768,C+,An toan
SV1152,Phạm Ngọc Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.5237465,4.5203214,4.792392,3.2834191,3.405412,8.17738,4.949736595153809,4.949736595153809,D,An toan
SV1154,Phan Ngọc Chinh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,3.5833526,4.2659435,7.1296773,4.127553,8.280776,8.681301,5.865942001342773,5.865942001342773,C,An toan
SV1158,Vũ Thảo Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,7.0061975,4.3362007,4.9344096,9.268916,4.9784784,6.6456466,6.085064343043736,6.085064343043736,C+,An toan
SV1161,Bùi Thu Nam,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.99524,7.8953524,4.0380664,4.8140807,5.6243863,3.2334783,6.130022457667759,6.130022457667759,C+,An toan
SV1163,Phan Văn Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.351499,8.445037,9.422623,7.537718,6.198647,9.897852,7.227584906986782,7.227584906986782,B,An toan
SV1164,Vũ Ngọc Linh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.835444,7.3479486,8.124059,6.402551,7.5059204,5.693872,7.430325439998081,7.430325439998081,B,An toan
SV1165,Hoàng Thảo Anh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.08966,4.6021414,6.8379827,3.5397944,3.8390229,8.888078,5.4723726000104636,5.4723726000104636,D+,An toan
SV1166,Phạm Thị Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.7756197,4.8408585,4.6421137,7.673705,4.7815824,3.1423008,4.563196727207729,4.563196727207729,D,An toan
SV1168,Trần Minh Chinh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.2246866,6.9054236,6.96875,3.1009421,4.2828484,8.701885,5.3644031797136575,5.3644031797136575,D+,An toan
SV1170,Vũ Thảo Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,3.998559,7.641347,7.0444584,4.396937,4.408546,4.0437083,5.394525255475726,5.394525255475726,D+,An toan
SV1171,Bùi Minh Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.89221,6.0886235,7.0226793,6.8519382,5.644584,4.2309723,6.5807872499738425,6.5807872499738425,C+,An toan
SV1173,Phan Đức Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.2942939,8.204158,1.1251923,6.7125344,8.981497,8.508171,5.67148494720459,5.67148494720459,C,An toan
SV1177,Đặng Hoàng An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,5.606277,8.233987,8.468422,4.791184,3.170546,6.937774,6.377774102347238,6.377774102347238,C+,An toan
SV1178,Đỗ Thu Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,4.337763,6.1340337,3.8160245,6.417618,7.2964125,3.3961298,5.165798391614642,5.165798391614642,D+,An toan
SV1179,Vũ Tuấn Linh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.515405,4.32361,1.941387,8.285596,4.242484,3.2140837,3.9213380813598633,3.9213380813598633,F,Nguy co rot mon
SV1182,Trần Văn Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,9.71158,3.9225328,4.585263,5.55803,6.936977,3.2691522,5.722380093165806,5.722380093165806,C,An toan
SV1183,Phan Minh Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,8.289775,3.6204836,2.0948899,6.7864847,5.7012215,4.5614295,5.103238105773926,5.103238105773926,D+,An toan
SV1185,Đặng Ngọc Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,3.5,2.498715,7.035019,8.175462,5.2329593,8.938005,4.011427,5.9706646374293735,5.9706646374293735,C,An toan
