student_id,student_name,ma_mon,ten_mon,ma_lop_hoc_phan,loai_hoc_phan,so_chi_lt,so_chi_th,thuong_xuyen_1,thuong_xuyen_2,giua_ky,thuc_hanh_1,thuc_hanh_2,thuc_hanh_3,diem_tich_luy_hien_tai,status_canh_bao,diem_trung_binh_thuc_hanh,diem_cuoi_ky_tich_hop,diem_chu_hien_tai,status_canh_bao_final
SV1020,Lê Đức Phương,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,4.3431544,8.150511,5.166871,7.9153786,6.753462,9.020947,6.748167651040213,An toan,7.8965964,6.748167651040213,C+,An toan
SV1020,Lê Đức Phương,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.939377,5.1235723,4.810635,6.535208,5.892715,6.372194,5.838587601979573,An toan,6.266706,5.838587601979573,C,An toan
SV1020,Lê Đức Phương,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,7.0749326,4.230783,9.533973,9.247862,8.800885,8.114707,8.527716636657715,An toan,0.0,8.527716636657715,A,An toan
SV1021,Nguyễn Minh Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,5.8352027,5.8922014,2.9651504,9.376868,3.2702024,4.169591,5.200962134769985,An toan,5.605554,5.200962134769985,D+,An toan
SV1021,Nguyễn Minh Trang,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,9.684102,3.584975,6.304683,4.611115,8.771699,9.768061,8.9386625289917,An toan,7.7169585,8.9386625289917,A,An toan
SV1021,Nguyễn Minh Trang,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,3.0773807,6.3738327,7.832034,3.2773519,4.492648,6.9959316,5.481381257375081,Nguy co rot mon,4.9219775,5.481381257375081,D+,An toan
SV1021,Nguyễn Minh Trang,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,2.422002,9.360617,3.6956377,9.516114,8.980886,7.247582,3.0371110439300537,Nguy co rot mon,0.0,3.0371110439300537,F,Nguy co rot mon
SV1022,Lê Tuấn Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,5.552529,4.7538238,5.4097404,6.177088,5.6409216,4.1337004,5.272357055119106,An toan,5.3172364,5.272357055119106,D+,An toan
SV1022,Lê Tuấn Trang,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,8.5455265,2.7427025,5.950646,5.6325045,8.033427,4.6533546,6.038941860198975,An toan,0.0,6.038941860198975,C+,An toan
SV1023,Nguyễn Hoàng Anh,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,8.782047,6.344553,3.440503,4.7722416,7.148667,6.3603435,0.9645814299583435,Nguy co rot mon,0.0,0.9645814299583435,F,Nguy co rot mon
SV1023,Nguyễn Hoàng Anh,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,5.062657,2.925696,4.273167,6.7984385,8.898281,7.15446,5.263802369435628,Nguy co rot mon,7.61706,5.263802369435628,D+,An toan
SV1023,Nguyễn Hoàng Anh,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,7.0512123,6.430374,1.8686794,7.2665234,5.8926587,4.498815,5.545734405517578,An toan,0.0,5.545734405517578,C,An toan
SV1024,Bùi Văn Anh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,2.7942924,2.592014,2.0143867,4.0351644,4.1100683,3.2222483,3.0335817677634105,Nguy co rot mon,3.7891605,3.0335817677634105,F,Nguy co rot mon
SV1024,Bùi Văn Anh,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,3.9509342,3.3014863,8.079339,6.3700943,7.0577135,6.4500885,0.8447399139404297,Nguy co rot mon,0.0,0.8447399139404297,F,Nguy co rot mon
SV1024,Bùi Văn Anh,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.966414,4.870639,1.1572577,6.3535404,9.449069,8.324634,5.568429629007976,An toan,8.042415,5.568429629007976,C,An toan
SV1025,Đặng Thu Bình,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,8.192905,4.931462,2.4780526,9.331247,9.530662,7.1719875,1.8870832920074463,Nguy co rot mon,8.677965,1.8870832920074463,F,Nguy co rot mon
SV1025,Đặng Thu Bình,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,5.6821036,8.50829,4.2938967,4.412634,3.5183165,3.5545244,5.383784055709839,Nguy co rot mon,3.8284914,5.383784055709839,D+,An toan
SV1025,Đặng Thu Bình,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,4.620129,3.4567704,2.9167662,9.614269,8.140517,3.2835753,7.283579349517822,An toan,0.0,7.283579349517822,B,An toan
SV1025,Đặng Thu Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,8.322088,3.4081824,1.012152,3.4921727,8.535583,4.753576,4.8244611876351495,Nguy co rot mon,5.593777,4.8244611876351495,D,An toan
SV1026,Bùi Thảo Trang,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,5.9640975,2.0792432,1.6687287,9.84776,6.894337,5.2290187,4.0892133712768555,An toan,0.0,4.0892133712768555,D,An toan
SV1026,Bùi Thảo Trang,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,4.635029,7.267996,2.9194715,5.2026634,3.4938395,6.782446,5.071647644042969,An toan,0.0,5.071647644042969,D+,An toan
SV1026,Bùi Thảo Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,9.718231,3.4750226,8.9212055,7.279693,9.3473625,7.4664397,7.6542060034615655,An toan,8.031165,7.6542060034615655,B,An toan
SV1027,Hoàng Văn An,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,5.4018927,4.755875,1.4571358,7.542983,5.62101,7.574486,7.4435834884643555,An toan,6.9128265,7.4435834884643555,B,An toan
SV1027,Hoàng Văn An,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,8.519516,8.703046,4.6403155,8.074405,9.384743,5.944744,7.014125347137451,An toan,0.0,7.014125347137451,B,An toan
SV1027,Hoàng Văn An,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,2.8329642,6.042247,1.3993819,3.9061067,6.0601826,3.0136373,3.811340536390032,An toan,4.3266425,3.811340536390032,F,Nguy co rot mon
SV1027,Hoàng Văn An,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,2.0934017,2.7250307,6.4054427,5.7163777,7.8812194,5.901669,4.660779635111491,An toan,6.4997554,4.660779635111491,D,An toan
SV1028,Bùi Thị Hùng,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,4.3413806,7.934705,3.8980548,4.5247707,8.757486,7.181096,1.745342493057251,Nguy co rot mon,0.0,1.745342493057251,F,Nguy co rot mon
SV1028,Bùi Thị Hùng,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,6.871574,9.468886,2.3171842,3.0607855,9.79758,6.1199455,3.6361875534057617,Nguy co rot mon,6.326103,3.6361875534057617,F,Nguy co rot mon
SV1028,Bùi Thị Hùng,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,8.634202,7.582312,8.086942,6.874602,3.6774344,8.406829,7.337638854980469,Nguy co rot mon,6.319622,7.337638854980469,B,An toan
SV1029,Phạm Thu Trang,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,3.0571866,4.3121157,4.326965,7.106771,3.809342,3.5204802,4.2032364209493,Nguy co rot mon,4.8121977,4.2032364209493,D,An toan
SV1029,Phạm Thu Trang,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,4.2786756,8.720055,8.343228,3.5823572,7.9120836,3.256048,2.707303762435913,Nguy co rot mon,0.0,2.707303762435913,F,Nguy co rot mon
SV1030,Vũ Thị Bình,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,6.5427346,8.405385,6.4853625,6.762608,4.414675,3.8636203,6.2312686783926825,An toan,5.013634,6.2312686783926825,C+,An toan
SV1030,Vũ Thị Bình,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,5.2307897,8.431881,2.5179887,6.752721,8.173355,3.4919038,5.6421440442403155,An toan,6.1393266,5.6421440442403155,C,An toan
SV1030,Vũ Thị Bình,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,5.3743014,9.190556,3.0024805,7.78585,6.81518,3.2606637,8.114500045776367,An toan,0.0,8.114500045776367,B+,An toan
SV1030,Vũ Thị Bình,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,6.4041023,8.53423,7.4388156,4.5274267,8.32384,9.997496,8.447453498840332,An toan,0.0,8.447453498840332,B+,An toan
SV1031,Đỗ Minh Linh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,8.103791,8.905276,5.0272126,5.8712883,8.555254,7.7108455,7.359870638166155,Nguy co rot mon,7.3791294,7.359870638166155,B,An toan
SV1031,Đỗ Minh Linh,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,9.145521,9.053047,6.9493694,8.742354,5.906636,3.0695405,8.046329498291016,An toan,0.0,8.046329498291016,B+,An toan
SV1031,Đỗ Minh Linh,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,7.558555,9.134467,4.18833,6.3348613,5.3201528,9.034272,6.9391099611918134,An toan,6.8964286,6.9391099611918134,C+,An toan
SV1032,Phan Minh Trang,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,3.5874991,4.8146367,7.121197,8.387831,7.213961,9.211058,0.820475697517395,Nguy co rot mon,8.270949,0.820475697517395,F,Nguy co rot mon
SV1032,Phan Minh Trang,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,5.8947353,2.39523,3.144988,7.2296247,8.327812,8.368911,5.596136025020054,An toan,7.975449,5.596136025020054,C,An toan
SV1032,Phan Minh Trang,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,3.4094014,3.108265,8.234727,7.723465,9.190342,8.419868,0.14172779023647308,Nguy co rot mon,0.0,0.14172779023647308,F,Nguy co rot mon
SV1033,Bùi Văn Linh,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,7.823606,2.4259212,4.3418427,9.549452,7.959603,5.2076497,5.766604900360107,Nguy co rot mon,7.5722346,5.766604900360107,C,An toan
SV1033,Bùi Văn Linh,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,3.358454,6.179863,7.676464,8.290436,9.595438,5.7238073,5.2822980880737305,An toan,0.0,5.2822980880737305,D+,An toan
SV1033,Bùi Văn Linh,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,6.928023,7.395125,2.0193284,6.2033844,3.2430525,5.190455,5.203837190355573,An toan,4.878964,5.203837190355573,D+,An toan
SV1034,Phan Ngọc Vy,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,2.8917155,2.555185,5.973451,4.9930797,5.380454,9.287585,5.931146621704102,An toan,6.5537057,5.931146621704102,C,An toan
SV1034,Phan Ngọc Vy,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,7.1908946,3.6611214,5.5462084,5.506278,4.3363085,6.6434007,7.809823036193848,An toan,0.0,7.809823036193848,B,An toan
SV1034,Phan Ngọc Vy,INT1003,Phát triển ứng dụng,INT1003_L01,tich_hop,2.0,1.5,9.184466,6.3524766,6.699149,5.258793,3.4884403,7.47374,6.552728176116943,An toan,5.4069915,6.552728176116943,C+,An toan
SV1035,Vũ Hải An,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,4.7314057,7.4580073,6.5422373,9.447349,7.488706,4.0309114,6.492251873016357,An toan,6.9889884,6.492251873016357,C+,An toan
SV1035,Vũ Hải An,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,5.085179,8.609017,6.10209,9.035479,8.046015,7.2873464,2.1822996139526367,Nguy co rot mon,0.0,2.1822996139526367,F,Nguy co rot mon
SV1036,Vũ Hải Anh,INT1002,Cơ sở dữ liệu,INT1002_L01,ly_thuyet,3.0,0.0,7.266524,9.165188,7.10293,8.602877,8.154737,9.376325,6.57656717300415,An toan,0.0,6.57656717300415,C+,An toan
SV1036,Vũ Hải Anh,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,8.123548,5.16138,1.5757326,9.133244,5.5949316,6.0199327,5.6077141761779785,An toan,6.916036,5.6077141761779785,C,An toan
SV1037,Đặng Thị Khoa,GDQP102,Giáo dục quốc phòng*,GDQP102_L01,ly_thuyet,3.0,0.0,6.9749217,3.235656,2.4512262,7.969163,6.2039084,3.6560566,3.336219549179077,Nguy co rot mon,0.0,3.336219549179077,F,Nguy co rot mon
SV1037,Đặng Thị Khoa,GDTC101,Giáo dục thể chất 1*,GDTC101_L01,thuc_hanh,0.0,1.0,5.280739,5.2391953,8.494632,6.3240666,5.5248723,9.992335,0.2756468951702118,Nguy co rot mon,7.2804246,0.2756468951702118,F,Nguy co rot mon
SV1037,Đặng Thị Khoa,INT1001,Lập trình Python,INT1001_L01,tich_hop,2.0,1.0,6.6875825,2.228251,7.2310443,3.2094088,6.7466674,5.6329255,5.320305983225505,An toan,5.1963334,5.320305983225505,D+,An toan
